"X","Track.Name","Artist","id","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Streams","popularity"
32,"Fancy Like","Walker Hayes","0lnpnsrVaW9elGgRxpDCgE",0.114,0.649,161853,0.76,0,1,0.317,-6.487,1,0.0574,80.018,4,0.843,3367414,70
33,"RAPSTAR","Polo G","18vXApRmJSgQ6wG2ll9AOg",0.41,0.789,165926,0.536,0,6,0.129,-6.862,1,0.242,81.039,4,0.437,3315038,80
34,"deja vu","Olivia Rodrigo","6HU7h9RYOaPRFeh0R3UeAr",0.584,0.442,215507,0.612,5.7e-06,2,0.37,-7.222,1,0.112,180.917,4,0.178,3073778,90
35,"Sweater Weather","The Neighbourhood","2QjOHCTQ1Jl3zawyYOpxh6",0.0495,0.612,240400,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398,3049159,90
36,"No Friends In The Industry","Drake","2tUL6dZf1mywCj5WvCPZw6",0.0181,0.84,204347,0.744,0,1,0.629,-4.751,1,0.113,83.737,4,0.171,3036853,85
37,"Wants and Needs (feat. Lil Baby)","Drake","65OVbaJR5O1RmwOQx0875b",0.0618,0.578,192956,0.449,2.17e-06,1,0.119,-6.349,1,0.286,136.006,4,0.1,2978967,85
38,"Off The Grid","Kanye West","2gbMPBrBVj3CuNTLp2dHYs",0.0438,0.546,339250,0.64,0,8,0.137,-5.582,1,0.37,137.728,4,0.63,2942935,80
39,"Ain't Shit","Doja Cat","5lAnYvAIkSDNXqfo7DyFUm",0.506,0.855,174253,0.488,0,3,0.347,-4.601,1,0.208,124.097,4,0.619,2931350,87
40,"Freaks","Surf Curse","7EkWXAI1wn8Ii883ecd9xr",3.84e-05,0.345,147062,0.941,0.633,9,0.0511,-9.918,1,0.0466,179.626,4,0.407,2892841,89
41,"Jugaste y Sufrí","Eslabon Armado","3NqBxTOMCJ3zW9CIP51td4",0.632,0.39,275194,0.499,0.000497,7,0.115,-7.778,1,0.0381,200.156,1,0.34,2886876,87
42,"Have Mercy","Chlöe","5SixeLvPsYpk7qq9lo5xYg",0.297,0.903,148779,0.535,0,9,0.345,-6.434,1,0.0742,130.022,4,0.508,2882394,86
43,"Sharing Locations (feat. Lil Baby & Lil Durk)","Meek Mill","3J4VKkUpLvomXJbn9ZAypO",0.00383,0.681,161053,0.63,0,1,0.139,-5.585,1,0.0385,151.951,4,0.183,2791847,83
44,"Life Goes On","Oliver Tree","0eu4C55hL6x29mmeAjytzC",0.186,0.7,161803,0.49,0,0,0.117,-5.187,1,0.076,79.982,4,0.569,2725174,94
45,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber","4iJyoBOLtHqaGxP12qzhQI",0.321,0.677,198082,0.696,0,0,0.42,-6.181,1,0.119,90.03,4,0.464,2702416,92
46,"No Role Modelz","J. Cole","62vpWI1CHwFy7tMIcSStl8",0.301,0.692,292987,0.521,0,10,0.0565,-8.465,0,0.33,100.45,4,0.463,2688686,86
47,"Cold Heart - PNAU Remix","Elton John","6zSpb8dQRaw0M1dK8PBwQz",0.034,0.796,202735,0.798,4.19e-05,1,0.0952,-6.312,1,0.0317,116.032,4,0.942,2679140,96
48,"SCOOP (feat. Doja Cat)","Lil Nas X","6bpq1jGkVz66Q3LYeoXdjZ",0.0427,0.841,174164,0.527,1.54e-06,6,0.12,-8.116,1,0.149,163.975,4,0.582,2661105,84
49,"drivers license","Olivia Rodrigo","5wANPM4fQCJwkGd4rN57mH",0.768,0.561,242013,0.431,1.42e-05,10,0.106,-8.81,1,0.0578,143.875,4,0.137,2648053,91
50,"...And to Those I Love, Thanks for Sticking Around","$uicideboy$","30QR0ndUdiiMQMA9g1PGCm",0.124,0.792,168490,0.511,9.04e-05,2,0.14,-6.876,1,0.0409,113.983,4,0.111,2628211,87
51,"A-O-K","Tai Verdes","1sx0XsWUusUoPstbvokZjP",0.125,0.731,173640,0.626,0,11,0.183,-6.919,1,0.0805,82.488,4,0.862,2625947,78
52,"love nwantiti (ah ah ah)","CKay","2Xr1dTzJee307rmrkt8c0g",0.365,0.727,145800,0.739,0.00137,8,0.161,-3.805,1,0.0411,93.005,4,0.533,2530924,95
53,"Blinding Lights","The Weeknd","0VjIjW4GlUZAMYd2vXMi3b",0.00146,0.514,200040,0.73,9.54e-05,1,0.0897,-5.934,1,0.0598,171.005,4,0.334,2523160,92
54,"No Where","YoungBoy Never Broke Again","1lfYsrLHXzo3s7NpHb1fIS",0.213,0.657,157845,0.496,0,5,0.12,-7.346,1,0.0889,146.061,4,0.352,2517194,67
55,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd","37BZB0z9T8Xu7U3e65qxFy",0.0215,0.65,191014,0.825,2.44e-05,0,0.0936,-4.645,1,0.0325,118.091,4,0.593,2490077,92
56,"Miss The Rage (feat. Playboi Carti)","Trippie Redd","5gZYpjakt37G3c58FKcQwJ",0.0151,0.581,236883,0.877,0,8,0.826,-4.938,1,0.114,77.006,4,0.353,2428338,76
57,"Yonaguni","Bad Bunny","2JPLbjOn0wPCngEot2STUS",0.276,0.644,206710,0.648,0,1,0.135,-4.601,1,0.118,179.951,4,0.44,2389342,94
58,"Take My Breath","The Weeknd","6M3PsepEj5gyJoIi7Xvr7u",0.0106,0.747,220196,0.739,2.22e-05,8,0.101,-6.008,1,0.0487,120.996,4,0.523,2377489,83
59,"TSU","Drake","4s7QLoImIwmPi9L6dq1nVW",0.228,0.568,308756,0.56,3.05e-06,9,0.39,-9.059,1,0.42,130.019,4,0.246,2376006,83
60,"favorite crime","Olivia Rodrigo","5JCoSi02qi3jJeHdZXMmR8",0.866,0.369,152667,0.272,0,9,0.147,-10.497,1,0.0364,172.929,4,0.218,2290810,88
61,"Lonely (with Lil Wayne)","DaBaby","6pmNoWKk0r6zfIjWneJRxR",0.0884,0.718,154433,0.628,0,0,0.186,-5.334,1,0.373,139.769,4,0.771,2277823,81
62,"DOLLA SIGN SLIME (feat. Megan Thee Stallion)","Lil Nas X","7zQirOExB0VR8yWUOqYeio",0.0504,0.923,145075,0.533,0,11,0.102,-6.016,0,0.262,133.991,4,0.587,2262269,81
63,"Thot Shit","Megan Thee Stallion","5zNW5ARjYhJQJz1AChP33n",0.0133,0.95,184635,0.693,0,9,0.173,-3.424,1,0.0898,130.02,4,0.891,2250928,84
64,"Tell Em","Cochise","7nc7mlSdWYeFom84zZ8Wr8",0.103,0.672,180380,0.717,0,5,0.398,-7.476,1,0.226,157.905,4,0.473,2243331,85
65,"You Right","Doja Cat","0k4d5YPDr1r7FX77VdqWez",0.0164,0.828,186173,0.621,0.00233,8,0.0845,-6.414,1,0.0565,128.986,4,0.436,2225348,86
66,"Leave The Door Open","Bruno Mars","7MAibcTli4IisCtbHKrGMh",0.182,0.586,242096,0.616,0,5,0.0927,-7.964,1,0.0324,148.088,4,0.719,2215280,90
67,"my ex's best friend (with blackbear)","Machine Gun Kelly","7kDUspsoYfLkWnZR7qwHZl",0.00473,0.731,139461,0.675,0,5,0.141,-5.134,0,0.0434,124.939,4,0.298,2191594,84
68,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","0RiRZpuVRbi7oqRdSMwhQY",0.533,0.755,157560,0.522,0,2,0.0685,-4.368,1,0.0575,89.96,4,0.925,2186003,81
69,"Heartbreak Anniversary","Giveon","3FAJ6O0NOHQV8Mc5Ri6ENp",0.524,0.449,198371,0.465,1.02e-06,0,0.303,-8.964,1,0.0791,89.087,3,0.543,2185001,86
70,"Circles","Post Malone","21jGcNKet2qwijlDFuPiPb",0.192,0.695,215280,0.762,0.00244,0,0.0863,-3.497,1,0.0395,120.042,4,0.553,2169263,87
71,"Rich MF (feat. Polo G & Lil Durk)","Trippie Redd","6cUHiQEECDl5m3WFGQ1GCR",0.0849,0.756,247714,0.698,0,6,0.221,-5.464,1,0.178,77.497,4,0.66,2141645,81
72,"Leave Before You Love Me (with Jonas Brothers)","Marshmello","4qu63nuBpdn0qHUHuObEj1",0.00226,0.721,154983,0.738,4.41e-06,7,0.118,-4.77,1,0.0403,119.976,4,0.637,2133153,89
73,"Good Days","SZA","3YJJjQPAbDT7mGpX3WtQ9A",0.499,0.436,279204,0.655,8.1e-06,1,0.688,-8.37,0,0.0583,121.002,4,0.412,2120994,84
74,"Pain","PinkPantheress","7CIERzyqIwLVKGp00YbHRO",0.227,0.829,98544,0.617,0.00306,1,0.0618,-8.497,1,0.14,125.605,4,0.81,2102490,83
75,"Loverboy","A-Wall","0qXP5fMhxGzxALOkXYUxfP",0.649,0.604,224520,0.466,0.0334,0,0.093,-10.093,1,0.0315,120.045,4,0.499,2095366,80
76,"She Knows (feat. Amber Coffman & Cults)","J. Cole","0Fs9cdPDhptWEDJmiCbkEW",0.0193,0.766,296520,0.74,0.0784,1,0.229,-10.363,1,0.0807,118.008,4,0.183,2090373,86
77,"Motley Crew","Post Malone","40uMIn2zJLAQhNXghRjBed",0.0904,0.797,184213,0.631,3.71e-06,3,0.0998,-3.818,0,0.0786,129.915,4,0.288,2086229,85
78,"t r a n s p a r e n t s o u l feat. Travis Barker","WILLOW","5JKnYZOhSP7rOK0jPYcCjV",0.00213,0.374,168398,0.83,0,11,0.15,-5.203,0,0.0584,90.19,4,0.204,2085011,76
79,"brutal","Olivia Rodrigo","6SRsiMl7w1USE4mFqrOhHC",0.0311,0.672,143747,0.526,1.37e-06,4,0.28,-6.446,1,0.0599,123.999,4,0.28,2082992,85
80,"telepatía","Kali Uchis","6tDDoYIxWvMLTdKpjFkc1B",0.112,0.653,160191,0.524,0,11,0.203,-9.016,0,0.0502,83.97,4,0.553,2071860,87
81,"In The Bible (with Lil Durk & Giveon)","Drake","61S79KIVA4I9FXbnsylEHT",0.614,0.686,296568,0.385,0,7,0.131,-8.35,0,0.297,143.07,4,0.147,2070831,83
82,"YKWIM?","Yot Club","2vWBUC9djv6BtiGlmKiQaH",0.937,0.372,212750,0.537,0.873,9,0.287,-7.623,1,0.0305,123.735,3,0.228,2070560,85
83,"Martin & Gina","Polo G","1VLtjHwRWOVJiE5Py7JxoQ",0.345,0.832,132833,0.534,0,1,0.165,-7.813,0,0.253,93.924,4,0.116,2063429,84
84,"jealousy, jealousy","Olivia Rodrigo","0MMyJUC3WNnFS1lit5pTjk",0.198,0.695,173160,0.575,0,10,0.0614,-6.334,0,0.116,163.929,4,0.699,2061862,87
85,"Rumors (feat. Cardi B)","Lizzo","6KgtcmCF9Ky68XC7ezxl3s",0.13,0.827,172833,0.731,0,4,0.418,-5.524,0,0.088,118.992,4,0.607,2057723,84
86,"Volví","Aventura","2vmfvSoZBFAt9hhRoEByLi",0.422,0.725,230125,0.86,0.000284,1,0.0674,-3.726,1,0.182,175.896,4,0.791,2053328,93
87,"Mood (feat. iann dior)","24kGoldn","4jPy3l0RUwlUI9T5XHBW2m",0.174,0.701,140533,0.716,0,7,0.324,-3.671,0,0.0361,91.007,4,0.732,2050016,89
88,"Mr. Brightside","The Killers","003vvx7Niy0yvhvHt4a68B",0.00121,0.352,222973,0.911,0,1,0.0995,-5.23,1,0.0747,148.033,4,0.236,2047736,83
89,"LOT OF ME","Lil Tecca","2ZXxRC6V6AXzMdbLQZMHSB",0.223,0.704,123871,0.537,0,0,0.122,-8.565,1,0.302,77.444,4,0.7,2044441,80
90,"The Spins","Mac Miller","51pshtuYkgUQnt5huMPbKL",0.0135,0.794,195873,0.766,0,9,0.0785,-3.894,0,0.0377,127.007,4,0.55,2043998,82
91,"20 Min","Lil Uzi Vert","0uxSUdBrJy9Un0EYoBowng",0.109,0.773,220587,0.75,0,8,0.174,-4.009,0,0.117,123.426,4,0.783,2037608,83
92,"All Girls Are The Same","Juice WRLD","4VXIryQMWpIdGgYR4TrjT1",0.0769,0.671,165820,0.529,0.000335,0,0.0856,-7.226,1,0.307,161.989,4,0.203,2004226,84
93,"Praise God","Kanye West","0Zm7NKJgoKY6ZWwtoEUILK",0.00904,0.798,226653,0.545,9.48e-05,1,0.258,-6.466,1,0.168,118.029,4,0.212,2000417,77
94,"N 2 Deep","Drake","34D6FJysnQioVingDKufuf",0.0518,0.507,273578,0.429,0,2,0.109,-7.726,1,0.326,91,3,0.0744,1994152,82
95,"happier","Olivia Rodrigo","2tGvwE8GcFKwNdAXMnlbfl",0.765,0.395,175933,0.443,9.67e-06,6,0.0839,-9.72,1,0.133,168.924,3,0.338,1986658,89
96,"Come & Go (with Marshmello)","Juice WRLD","2Y0wPrPQBrGhoLn14xRYCG",0.0172,0.625,205485,0.814,0,0,0.158,-5.181,1,0.0657,144.991,4,0.535,1976774,84
97,"Todo De Ti","Rauw Alejandro","5RwV8BvLfX5injfqYodke9",0.302,0.78,199604,0.719,0.000196,3,0.0931,-3.613,0,0.0506,127.962,4,0.336,1976745,85
98,"range brothers (with Kendrick Lamar)","Baby Keem","0UTyLmkQgPOEIz95OVAJTR",0.00466,0.667,316733,0.582,0,11,0.124,-5.791,0,0.267,121.972,4,0.141,1975014,79
99,"Dreams - 2004 Remaster","Fleetwood Mac","0ofHAoxe9vBkTCp2UQIavz",0.0644,0.828,257800,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789,1959961,85
0,"Papi’s Home","Drake","6jy9yJfgCsMHdu2Oz4BGKX",0.112,0.701,178623,0.741,0,2,0.699,-6.157,1,0.313,140.177,4,0.588,1947229,83
1,"Watermelon Sugar","Harry Styles","6UelLqGlWMcVH1E5c4H7lY",0.122,0.548,174000,0.816,0,0,0.335,-4.209,1,0.0465,95.39,4,0.557,1944387,89
2,"DÁKITI","Bad Bunny","4MzXwWMhyBbmu6hOcLVD49",0.401,0.731,205090,0.573,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,4,0.145,1924496,85
3,"REPEAT IT (with Gunna)","Lil Tecca","4s6vwFgPdCtidpEw8KuQT6",0.0567,0.743,190345,0.687,0,11,0.062,-7.613,0,0.309,108.685,3,0.582,1914313,72
4,"SUVs (Black on Black)","Jack Harlow","1MIGkQxcdAt2lDx6ySpsc5",0.144,0.801,157675,0.688,0,1,0.107,-4.594,1,0.396,162.928,4,0.5,1899759,81
5,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled","1EJIcDYXwSqipW5dFe4uJz",0.000866,0.477,236524,0.727,0,2,0.108,-4.053,1,0.286,150.062,4,0.227,1892076,80
6,"Lucid Dreams","Juice WRLD","285pBltuF7vW8TeWk8hdRR",0.349,0.511,239836,0.566,0,6,0.34,-7.23,0,0.2,83.903,4,0.218,1890296,85
7,"Space Song","Beach House","7H0ya83CMmgFcOhw0UB6ow",0.229,0.508,320467,0.792,0.124,0,0.145,-7.311,0,0.0297,147.067,4,0.601,1876648,80
8,"DEAD RIGHT NOW","Lil Nas X","3grVoZ10bm2jUGpo7BxpuF",0.101,0.685,221203,0.717,1.87e-05,0,0.266,-6.456,0,0.0411,127.963,4,0.549,1868816,80
9,"Daddy Issues","The Neighbourhood","5E30LdtzQTGqRvNd7l6kG5",0.0678,0.588,260173,0.521,0.149,10,0.123,-9.461,1,0.0329,85.012,4,0.337,1868749,87
10,"Work Out","J. Cole","2wAJTrFhCnQyNSD3oUgTZO",0.0531,0.831,235320,0.427,0,2,0.307,-6.903,1,0.106,93.004,4,0.216,1860031,82
11,"On My Side","YoungBoy Never Broke Again","3x68DX7Rt8MhQQZ43ouiq5",0.415,0.606,148571,0.671,0,10,0.176,-7.529,0,0.352,168.201,4,0.642,1859480,62
12,"Happier Than Ever - Edit","Billie Eilish","32BeYxKPrig1LefHsC0Xuo",0.0468,0.334,151444,0.599,0.000392,0,0.205,-5.742,1,0.0365,161.74,3,0.127,1857730,88
13,"Smells Like Teen Spirit","Nirvana","1f3yAtsJtY87CTmM8RLnxf",2.55e-05,0.502,301920,0.912,0.000173,1,0.106,-4.556,1,0.0564,116.761,4,0.72,1837863,84
14,"m y . l i f e (with 21 Savage & Morray)","J. Cole","1D3z6HTiQsNmZxjl7F7eoG",0.0622,0.597,218802,0.587,0,7,0.214,-7.026,0,0.137,140.021,4,0.0753,1820930,81
15,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow","0ZLuW8uOXdFNWcI40C0OC2",0.0631,0.904,227478,0.723,0,11,0.185,-5.224,0,0.26,145.013,4,0.835,1819419,75
16,"Bored","Billie Eilish","04sN26COy28wTXYj3dMoiZ",0.896,0.614,180933,0.318,0.00239,7,0.0795,-12.695,1,0.0478,119.959,4,0.112,1819325,88
17,"Nevada","YoungBoy Never Broke Again","1z5r74x9JY2OGK9pEClWSQ",0.397,0.777,155738,0.59,0,0,0.169,-8.741,0,0.286,147.978,4,0.238,1813756,64
18,"Electric Love","BØRNS","2GiJYvgVaD2HtM8GqD9EgQ",0.00543,0.611,218107,0.797,0.00137,6,0.26,-7.627,0,0.0533,120.041,4,0.518,1813053,84
19,"Love All (with JAY-Z)","Drake","4VCbgIdr8ptegWeJpqLVHH",0.354,0.73,228461,0.576,3.59e-05,2,0.15,-5.442,1,0.287,92.131,4,0.155,1806410,82
20,"SLOW DANCING IN THE DARK","Joji","0rKtyWc8bvkriBthvHKY8d",0.544,0.515,209274,0.479,0.00598,3,0.191,-7.458,1,0.0261,88.964,4,0.284,1802223,84
21,"SUN GOES DOWN","Lil Nas X","6btdl1Vl6Ta5lUwUSOFW2H",0.0792,0.549,168034,0.643,1.21e-05,9,0.107,-6.808,1,0.0543,174.041,4,0.123,1801373,78
22,"Pipe Down","Drake","11pEKMLmavDu8fxOB5QjbQ",0.128,0.518,205721,0.69,0,9,0.176,-6.15,1,0.107,77.837,4,0.59,1800790,81
23,"Life Support","YoungBoy Never Broke Again","1vERyqgnr9u4BnbLTKFNq6",0.225,0.715,233514,0.625,0,5,0.103,-5.58,1,0.152,147.97,4,0.588,1785811,63
24,"TALES OF DOMINICA","Lil Nas X","5S4PZ7AuYlYiVIVik3wHUf",0.629,0.742,146006,0.734,0.00314,8,0.0834,-5.582,0,0.0407,114.952,4,0.541,1784487,80
25,"Wait a Minute!","WILLOW","0y60itmpH0aPKsFiGxmtnh",0.0371,0.764,196520,0.705,1.94e-05,3,0.0943,-5.279,0,0.0278,101.003,4,0.672,1779135,84
26,"In Da Getto","J Balvin","1q0PYXTbDsirp2l74ng6pn",0.0177,0.924,130667,0.723,2.61e-05,8,0.113,-3.142,1,0.0466,126.998,4,0.643,1777834,80
27,"XO Tour Llif3","Lil Uzi Vert","7GX5flRQZVHRAGd6B4TmDO",0.00264,0.732,182707,0.75,0,11,0.109,-6.366,0,0.231,155.096,4,0.401,1776381,84
28,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money","7hxHWCCAIIxFLCzvDgnQHX",0.25,0.8,195429,0.658,0,1,0.111,-6.142,0,0.079,140.042,4,0.462,1773912,80
29,"Cigarette Daydreams","Cage The Elephant","0lkQOB949M2gLyut86aJ1b",0.0807,0.636,208760,0.676,0,2,0.0831,-3.442,1,0.0263,113.98,4,0.273,1773858,73
30,"Jail","Kanye West","42ZrMq4BKsWDrrbMnMRYaK",0.535,0.458,297000,0.571,0.000305,4,0.0846,-6.739,1,0.0949,110.013,4,0.586,1760635,78
31,"Astronaut In The Ocean","Masked Wolf","6E90gq0KO6FYZVOXx8kCcC",0.175,0.778,132780,0.695,0,4,0.15,-6.865,0,0.0913,149.996,4,0.472,1759946,75
32,"goosebumps","Travis Scott","6gBFPUFcJLzWGx4lenP6h2",0.0847,0.841,243837,0.728,0,7,0.149,-3.37,1,0.0484,130.049,4,0.43,1756143,86
33,"Wishing Well","Juice WRLD","2U5WueTLIK5WJLD7mvDODv",0.00336,0.65,194621,0.613,0,9,0.267,-6.13,0,0.128,149.972,4,0.0804,1755443,83
34,"Collard Greens","ScHoolboy Q","0zO8ctW0UiuOefR87OeJOZ",0.025,0.825,299960,0.575,9.94e-06,11,0.205,-4.87,1,0.0633,153.954,4,0.65,1753233,83
35,"Buy Dirt","Jordan Davis","69AIpwGNLxr4qS1X5ynx60",0.639,0.586,167480,0.559,0,4,0.0872,-6.725,1,0.05,177.945,4,0.437,1752904,80
36,"Streets","Doja Cat","60ynsPSSKe6O3sfwRnIBRf",0.21,0.749,226987,0.463,0.0382,11,0.338,-8.433,1,0.0842,90.035,4,0.189,1749582,85
37,"For Tonight","Giveon","61Emqg95O9zo1GNOcyxq4Y",0.0699,0.442,193822,0.517,0,9,0.114,-7.807,1,0.0548,79.867,4,0.2,1748344,82
38,"Heather","Conan Gray","4xqrdfXkTW4T0RauPLv3WA",0.584,0.357,198040,0.425,0,5,0.322,-7.301,1,0.0333,102.078,3,0.27,1740137,87
39,"IMY2 (with Kid Cudi)","Drake","7F9cT6hIRhnFCYP6GKS0tf",0.402,0.59,252379,0.493,0.00504,7,0.129,-8.704,0,0.0367,150.026,4,0.0498,1739700,80
40,"505","Arctic Monkeys","58ge6dfP91o9oXMzq3XkIS",0.00237,0.52,253587,0.852,5.79e-05,0,0.0733,-5.866,1,0.0543,140.267,4,0.234,1711047,79
41,"I GUESS I'M IN LOVE","Clinton Kane","1is8gU4RVcN4J8xItxWoOY",0.877,0.422,204094,0.34,1.77e-05,0,0.149,-6.577,1,0.0351,77.213,4,0.223,1706537,88
42,"Bad Morning","YoungBoy Never Broke Again","1vqhABGCfRUaN7UKK668jf",0.179,0.662,229333,0.798,0,8,0.147,-5.332,0,0.165,134.999,4,0.663,1702468,64
